Linux 4.4.0-66-generic (CSPARKWORKnode2) 	10/23/2017 	_x86_64_	(16 CPU)

11:46:28 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:50:13 AM     all     12.48      0.00      2.89      1.94      0.00     82.69
11:50:14 AM     all     17.91      0.00      0.63      2.26      0.00     79.20
11:50:15 AM     all     10.58      0.00      1.63      0.38      0.00     87.41
11:50:16 AM     all     11.45      0.00      1.26      0.00      0.00     87.30
11:50:17 AM     all     12.67      0.00      0.63      0.00      0.00     86.70
11:50:18 AM     all     10.31      0.00      1.32      0.38      0.00     87.99
11:50:19 AM     all     11.53      0.00      1.00      0.31      0.00     87.16
11:50:20 AM     all     11.47      0.00      0.75      0.88      0.00     86.90
11:50:21 AM     all     12.37      0.00      1.57      0.88      0.00     85.19
11:50:22 AM     all     16.60      0.00      0.75      0.50      0.00     82.14
11:50:23 AM     all     16.52      0.00      0.94      0.38      0.00     82.17
11:50:24 AM     all     16.66      0.00      1.20      0.00      0.00     82.15
11:50:25 AM     all     14.20      0.00      1.45      0.25      0.00     84.10
11:50:26 AM     all     10.43      0.00      2.51      8.17      0.00     78.88
11:50:27 AM     all     15.37      0.00      2.33      1.01      0.00     81.30
11:50:28 AM     all     15.83      0.00      0.81      0.38      0.00     82.98
11:50:29 AM     all     12.01      0.00      1.38      2.77      0.00     83.85
11:50:30 AM     all     16.22      0.00      0.75      0.38      0.00     82.65
11:50:31 AM     all     12.32      0.00      0.94      0.38      0.00     86.37
11:50:32 AM     all     11.68      0.00      0.75      0.88      0.00     86.69
11:50:33 AM     all     11.73      0.00      0.32      0.32      0.00     87.64
11:50:34 AM     all     12.02      0.00      0.63      0.38      0.00     86.97
11:50:35 AM     all     12.32      0.00      0.38      0.31      0.00     86.99
11:50:36 AM     all     12.19      0.00      0.44      0.31      0.00     87.06
11:50:37 AM     all     13.42      0.00      0.63      0.44      0.00     85.52
11:50:38 AM     all     15.82      0.00      0.31      0.94      0.00     82.93
11:50:39 AM     all     15.00      0.00      0.88      0.44      0.00     83.68
11:50:40 AM     all     10.58      0.00      0.63      0.00      0.00     88.79
11:50:41 AM     all     11.98      0.00      0.63      0.32      0.00     87.07
11:50:42 AM     all     15.37      0.00      0.44      0.31      0.00     83.88
11:50:43 AM     all     11.76      0.00      0.38      0.75      0.00     87.11
11:50:44 AM     all     12.88      0.00      0.38      0.31      0.00     86.43
11:50:45 AM     all     14.14      0.00      0.63      0.31      0.00     84.92
11:50:46 AM     all      5.07      0.00      0.56      0.38      0.00     93.99
11:50:47 AM     all     11.26      0.00      1.32      0.25      0.00     87.16
11:50:48 AM     all      2.75      0.00      0.19      0.00      0.00     97.06
11:50:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
11:50:50 AM     all      0.00      0.00      0.06      0.00      0.00     99.94
11:50:51 AM     all      1.75      0.00      0.31      0.50      0.00     97.43
11:50:52 AM     all      9.75      0.00      0.88      0.44      0.00     88.93
11:50:53 AM     all     13.30      0.00      1.07      0.31      0.00     85.32
11:50:54 AM     all      4.20      0.00      0.38      0.44      0.00     94.98
11:50:55 AM     all     10.68      0.00      0.57      0.44      0.00     88.31
11:50:56 AM     all      4.07      0.00      0.94      0.63      0.00     94.36
11:50:57 AM     all      8.77      0.00      0.69      0.31      0.00     90.23
11:50:58 AM     all     12.87      0.00      0.82      0.44      0.00     85.88
11:50:59 AM     all     16.77      0.00      1.00      0.44      0.00     81.79
11:51:00 AM     all      9.83      0.00      1.06      0.44      0.00     88.67
11:51:01 AM     all      5.64      0.00      1.00      0.38      0.00     92.99
11:51:02 AM     all      5.57      0.00      0.69      0.38      0.00     93.37
11:51:03 AM     all      5.58      0.00      0.81      0.38      0.00     93.23
11:51:04 AM     all      5.89      0.00      0.63      0.31      0.00     93.17
11:51:05 AM     all      7.31      0.00      1.06      0.31      0.00     91.31
11:51:06 AM     all      8.45      0.00      0.75      0.38      0.00     90.42
11:51:07 AM     all      5.69      0.00      0.44      0.44      0.00     93.43
11:51:08 AM     all      5.82      0.00      0.75      0.31      0.00     93.11
11:51:09 AM     all      5.88      0.00      0.56      0.31      0.00     93.24
11:51:10 AM     all      8.02      0.00      0.50      0.38      0.00     91.11
11:51:11 AM     all      8.39      0.00      0.88      0.44      0.00     90.30
11:51:12 AM     all      7.44      0.00      0.50      0.50      0.00     91.56
11:51:13 AM     all      5.33      0.00      0.56      1.51      0.00     92.60
11:51:14 AM     all     10.62      0.00      1.37      0.37      0.00     87.63
11:51:15 AM     all      7.58      0.00      0.56      0.44      0.00     91.42
11:51:16 AM     all      4.26      0.00      0.50      0.44      0.00     94.80
11:51:17 AM     all      5.45      0.00      0.69      0.44      0.00     93.43
11:51:18 AM     all      5.62      0.00      0.94      0.75      0.00     92.69
11:51:19 AM     all      5.75      0.00      0.69      0.44      0.00     93.12
11:51:20 AM     all      5.81      0.00      0.62      0.37      0.00     93.19
11:51:21 AM     all      5.57      0.00      0.63      0.00      0.00     93.80
11:51:22 AM     all      8.27      0.00      0.88      0.44      0.00     90.42
11:51:23 AM     all      9.14      0.00      1.06      0.56      0.00     89.24
11:51:24 AM     all      5.38      0.00      0.94      0.50      0.00     93.18
11:51:25 AM     all      5.64      0.00      0.88      0.38      0.00     93.11
11:51:26 AM     all      5.45      0.00      1.06      0.38      0.00     93.11
11:51:27 AM     all      5.89      0.00      0.75      0.38      0.00     92.98
11:51:28 AM     all      5.57      0.00      0.75      0.00      0.00     93.68
11:51:29 AM     all      7.55      0.00      1.12      0.62      0.00     90.70
11:51:30 AM     all      9.04      0.00      0.94      0.00      0.00     90.02
11:51:31 AM     all      8.52      0.00      0.81      1.13      0.00     89.54
11:51:32 AM     all      5.70      0.00      0.50      0.00      0.00     93.80
11:51:33 AM     all      6.27      0.00      0.88      0.88      0.00     91.97
11:51:34 AM     all     41.42      0.00      2.15      0.06      0.00     56.36
11:51:35 AM     all     42.04      0.00      1.64      0.06      0.00     56.26
11:51:36 AM     all     35.32      0.00      2.33      1.13      0.00     61.22
11:51:37 AM     all     24.37      0.00      0.88      0.38      0.00     74.37
11:51:38 AM     all     18.45      0.00      1.13      0.57      0.00     79.85
11:51:39 AM     all     13.10      0.00      0.50      0.44      0.00     85.96
11:51:40 AM     all     10.74      0.00      0.57      0.82      0.00     87.88
11:51:41 AM     all      6.03      0.00      0.38      0.63      0.00     92.97
11:51:42 AM     all      5.89      0.00      0.25      0.75      0.00     93.10
11:51:43 AM     all      6.27      0.00      0.19      0.44      0.00     93.10
11:51:44 AM     all      5.65      0.00      0.44      0.50      0.00     93.41
11:51:45 AM     all      5.78      0.00      0.38      0.38      0.00     93.47
11:51:46 AM     all      6.13      0.00      0.50      0.38      0.00     92.99
11:51:47 AM     all      6.27      0.00      0.25      0.56      0.00     92.92
11:51:48 AM     all      6.07      0.00      0.44      0.00      0.00     93.49
11:51:49 AM     all      6.97      0.00      0.38      0.38      0.00     92.27
11:51:50 AM     all      6.39      0.00      0.75      0.38      0.00     92.48
11:51:51 AM     all      9.54      0.00      0.50      0.31      0.00     89.65
11:51:52 AM     all      9.74      0.00      0.57      1.07      0.00     88.62
11:51:53 AM     all      7.21      0.00      0.44      0.38      0.00     91.98
11:51:54 AM     all      9.17      0.00      0.57      0.44      0.00     89.82
11:51:55 AM     all     11.24      0.00      0.44      0.63      0.00     87.70
11:51:56 AM     all      9.23      0.00      0.69      0.63      0.00     89.45
11:51:57 AM     all      9.78      0.00      1.00      1.38      0.00     87.84
11:51:58 AM     all      9.05      0.00      0.88      0.44      0.00     89.64
11:51:59 AM     all     10.26      0.00      0.88      0.38      0.00     88.49
11:52:00 AM     all     10.11      0.00      0.38      0.38      0.00     89.14
11:52:01 AM     all     10.99      0.00      0.63      0.50      0.00     87.88
11:52:02 AM     all     10.48      0.00      0.56      1.63      0.00     87.33
11:52:03 AM     all     10.41      0.00      0.50      0.38      0.00     88.71
11:52:04 AM     all     10.18      0.00      0.44      0.31      0.00     89.06
11:52:05 AM     all      9.77      0.00      0.50      0.56      0.00     89.16
11:52:06 AM     all     10.12      0.00      0.69      0.38      0.00     88.81
11:52:07 AM     all     11.36      0.00      0.88      0.94      0.00     86.82
11:52:08 AM     all     11.28      0.00      0.75      0.00      0.00     87.97
11:52:09 AM     all     11.49      0.00      0.57      0.50      0.00     87.44
11:52:10 AM     all     10.94      0.00      1.07      2.89      0.00     85.10
11:52:11 AM     all     11.24      0.00      0.63      0.06      0.00     88.07
11:52:12 AM     all     11.17      0.00      0.69      0.63      0.00     87.51
11:52:13 AM     all      9.75      0.00      0.50      1.26      0.00     88.48
11:52:14 AM     all     11.20      0.00      0.44      0.00      0.00     88.36
11:52:15 AM     all     10.86      0.00      0.44      0.38      0.00     88.32
11:52:16 AM     all      9.87      0.00      0.63      0.38      0.00     89.12
11:52:17 AM     all     10.61      0.00      0.50      0.06      0.00     88.83
11:52:18 AM     all     10.43      0.00      0.44      0.00      0.00     89.13
11:52:19 AM     all     10.62      0.00      0.44      0.00      0.00     88.94
11:52:20 AM     all     10.68      0.00      0.31      0.00      0.00     89.01
11:52:21 AM     all     10.81      0.00      0.44      0.50      0.00     88.25
11:52:22 AM     all      9.60      0.00      0.50      0.50      0.00     89.40
11:52:23 AM     all     10.01      0.00      1.00      0.06      0.00     88.92
11:52:24 AM     all     10.36      0.00      0.38      0.00      0.00     89.26
11:52:25 AM     all     10.68      0.00      0.57      0.38      0.00     88.38
11:52:26 AM     all     11.82      0.00      0.50      0.31      0.00     87.36
11:52:27 AM     all     10.12      0.00      0.69      0.00      0.00     89.19
11:52:28 AM     all     10.11      0.00      0.50      0.06      0.00     89.33
11:52:29 AM     all     10.73      0.00      0.19      0.00      0.00     89.08
11:52:30 AM     all     10.37      0.00      0.38      0.00      0.00     89.25
11:52:31 AM     all     10.51      0.00      0.50      0.06      0.00     88.92
11:52:32 AM     all     10.37      0.00      0.38      0.19      0.00     89.06
11:52:33 AM     all     10.55      0.00      0.19      0.00      0.00     89.27
11:52:34 AM     all     10.15      0.00      0.75      0.00      0.00     89.10
11:52:35 AM     all     10.53      0.00      0.31      0.00      0.00     89.15
11:52:36 AM     all      9.79      0.00      1.00      0.06      0.00     89.15
11:52:37 AM     all      9.56      0.00      1.13      0.19      0.00     89.12
11:52:38 AM     all     10.13      0.00      0.63      0.38      0.00     88.87
11:52:39 AM     all     11.23      0.00      1.00      0.38      0.00     87.39
11:52:40 AM     all      9.34      0.00      1.38      0.38      0.00     88.90
11:52:41 AM     all     10.00      0.00      2.08      0.38      0.00     87.55
11:52:42 AM     all     11.47      0.00      1.38      0.44      0.00     86.71
11:52:43 AM     all     11.24      0.00      1.19      0.25      0.00     87.32
11:52:44 AM     all      9.97      0.00      1.25      0.63      0.00     88.15
11:52:45 AM     all     10.16      0.00      2.20      0.00      0.00     87.64
11:52:46 AM     all     10.18      0.00      2.14      0.00      0.00     87.69
11:52:47 AM     all     10.55      0.00      1.76      0.00      0.00     87.70
11:52:48 AM     all     11.32      0.00      0.82      0.00      0.00     87.86
11:52:49 AM     all     11.55      0.00      1.00      0.38      0.00     87.07
11:52:50 AM     all      9.78      0.00      1.94      0.38      0.00     87.90
11:52:51 AM     all     10.59      0.00      1.82      0.00      0.00     87.59
11:52:52 AM     all      9.87      0.00      2.14      0.38      0.00     87.61
11:52:53 AM     all      8.90      0.00      2.57      0.44      0.00     88.09
11:52:54 AM     all     10.18      0.00      1.88      0.57      0.00     87.37
11:52:55 AM     all     11.24      0.00      1.44      0.44      0.00     86.87
11:52:56 AM     all      3.38      0.00      0.63      0.00      0.00     95.99
11:52:57 AM     all      0.56      0.00      0.19      0.31      0.00     98.94
11:52:58 AM     all     20.44      0.00      3.03      0.13      0.00     76.40
11:52:59 AM     all     28.93      0.00      1.83      0.19      0.00     69.05
11:53:00 AM     all     33.59      0.00      1.77      0.32      0.00     64.33
11:53:01 AM     all     25.46      0.00      4.73      0.25      0.00     69.57
11:53:02 AM     all     23.53      0.00      5.57      0.25      0.00     70.65
11:53:03 AM     all     15.91      0.00      4.10      0.44      0.00     79.55
11:53:04 AM     all     13.51      0.00      3.49      0.38      0.00     82.63
11:53:05 AM     all     10.32      0.00      2.27      0.38      0.00     87.04
11:53:06 AM     all      7.30      0.00      1.95      0.38      0.00     90.37
