Linux 4.4.0-66-generic (CSPARKWORKnode3) 	10/23/2017 	_x86_64_	(16 CPU)

11:46:23 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:47:49 AM     all      0.00      0.00      0.00     19.45      0.00     80.55
11:47:50 AM     all      0.00      0.00      0.00     18.75      0.00     81.25
11:47:51 AM     all      3.20      0.00      0.88     15.14      0.00     80.78
11:47:52 AM     all      6.10      0.00      1.32     12.77      0.00     79.81
11:47:53 AM     all      6.30      0.00      0.88     12.47      0.00     80.35
11:47:54 AM     all      6.03      0.00      1.13     12.51      0.00     80.33
11:47:55 AM     all      6.34      0.00      1.07     12.48      0.00     80.11
11:47:56 AM     all      6.40      0.00      1.38     12.48      0.00     79.74
11:47:57 AM     all      6.27      0.00      1.13      8.90      0.00     83.70
11:47:58 AM     all      6.26      0.00      0.94     10.58      0.00     82.22
11:47:59 AM     all      6.21      0.00      1.07     12.29      0.00     80.44
11:48:00 AM     all      6.15      0.00      1.00      9.04      0.00     83.80
11:48:01 AM     all      6.35      0.00      1.13      8.11      0.00     84.41
11:48:02 AM     all      0.31      0.00      0.50     18.01      0.00     81.18
11:48:03 AM     all      0.00      0.00      0.06     18.76      0.00     81.18
11:48:04 AM     all      0.00      0.00      0.00     15.45      0.00     84.55
11:48:05 AM     all      0.00      0.00      0.00      9.70      0.00     90.30
11:48:06 AM     all      0.00      0.00      0.06      6.32      0.00     93.62
11:48:07 AM     all      0.06      0.00      0.13      6.70      0.00     93.12
11:48:08 AM     all      0.00      0.00      0.13      6.32      0.00     93.56
11:48:09 AM     all      0.00      0.00      0.00      6.31      0.00     93.69
11:48:10 AM     all      0.00      0.00      0.12      6.31      0.00     93.57
11:48:11 AM     all      0.63      0.00      1.07      4.39      0.00     93.91
11:48:12 AM     all     10.92      0.00      1.44      0.06      0.00     87.58
11:48:13 AM     all     13.28      0.00      2.89      5.48      0.00     78.35
11:48:14 AM     all      1.57      0.00      1.19      6.20      0.00     91.05
11:48:15 AM     all      0.06      0.00      0.25      6.01      0.00     93.68
11:48:16 AM     all      0.00      0.00      0.06      6.32      0.00     93.62
11:48:17 AM     all      0.00      0.00      0.06      6.81      0.00     93.12
11:48:18 AM     all      0.13      0.00      0.13      6.19      0.00     93.56
11:48:19 AM     all      0.00      0.00      0.06      6.31      0.00     93.62
11:48:20 AM     all      0.00      0.00      0.06      6.26      0.00     93.68
11:48:21 AM     all      0.06      0.00      0.00      6.25      0.00     93.68
11:48:22 AM     all      0.00      0.00      0.00      6.31      0.00     93.69
11:48:23 AM     all      0.06      0.00      0.06      6.32      0.00     93.56
11:48:24 AM     all      0.06      0.00      0.00      6.25      0.00     93.68
11:48:25 AM     all      0.00      0.00      0.00      6.32      0.00     93.68
11:48:26 AM     all      0.00      0.00      0.06      6.32      0.00     93.62
11:48:27 AM     all      0.00      0.00      0.12      7.62      0.00     92.25
11:48:28 AM     all      0.00      0.00      0.00     11.51      0.00     88.49
11:48:29 AM     all      0.00      0.00      0.00      6.32      0.00     93.68
11:48:30 AM     all      0.88      0.00      0.13      6.20      0.00     92.80
11:48:31 AM     all      0.00      0.00      0.00      6.32      0.00     93.68
11:48:32 AM     all      0.00      0.00      0.06      6.32      0.00     93.62
11:48:33 AM     all      0.00      0.00      0.19      7.01      0.00     92.80
11:48:34 AM     all      0.00      0.00      0.00      7.50      0.00     92.50
11:48:35 AM     all      0.06      0.00      0.00      6.25      0.00     93.68
11:48:36 AM     all      0.00      0.00      0.06      6.25      0.00     93.68
11:48:37 AM     all      0.00      0.00      0.06      6.25      0.00     93.68
11:48:38 AM     all      0.06      0.00      0.13      6.25      0.00     93.56
11:48:39 AM     all      0.00      0.00      0.00      6.32      0.00     93.68
11:48:40 AM     all      0.06      0.00      0.06      7.32      0.00     92.55
11:48:41 AM     all      0.00      0.00      0.06     12.45      0.00     87.49
11:48:42 AM     all      0.00      0.00      0.00     11.51      0.00     88.49
11:48:43 AM     all      0.00      0.00      0.06      6.20      0.00     93.74
11:48:44 AM     all      0.06      0.00      0.12      6.25      0.00     93.56
11:48:45 AM     all      0.06      0.00      0.06      7.13      0.00     92.74
11:48:46 AM     all      0.00      0.00      0.00     10.51      0.00     89.49
11:48:47 AM     all      0.06      0.00      0.06      5.94      0.00     93.93
11:48:48 AM     all      0.00      0.00      0.00      0.06      0.00     99.94
11:48:49 AM     all      0.00      0.00      0.00      0.06      0.00     99.94
11:48:50 AM     all      0.13      0.00      0.00      0.25      0.00     99.62
11:48:51 AM     all      0.00      0.00      0.00      1.13      0.00     98.87
11:48:52 AM     all      0.00      0.00      0.00      0.06      0.00     99.94
11:48:53 AM     all      0.06      0.00      0.06      0.06      0.00     99.81
11:48:54 AM     all      0.00      0.00      0.00      0.06      0.00     99.94
11:48:55 AM     all      0.06      0.00      0.06      0.06      0.00     99.81
11:48:56 AM     all     16.49      0.00      1.90      2.34      0.00     79.28
11:48:57 AM     all     28.25      0.00      1.83      0.06      0.00     69.86
11:48:58 AM     all     66.52      0.00      9.38      0.06      0.00     24.04
11:48:59 AM     all     70.92      0.00      5.09      0.00      0.00     23.99
11:49:00 AM     all     76.04      0.00      4.24      0.06      0.00     19.66
11:49:01 AM     all     69.70      0.00     15.81      0.00      0.00     14.48
11:49:02 AM     all     76.61      0.00     17.16      0.00      0.00      6.24
11:49:03 AM     all     82.78      0.00      6.80      0.19      0.00     10.23
11:49:04 AM     all     82.73      0.00      5.36      0.00      0.00     11.91
11:49:05 AM     all     79.60      0.00      5.52      0.19      0.00     14.69
11:49:06 AM     all     82.58      0.00      5.89      0.00      0.00     11.53
11:49:07 AM     all     84.19      0.00      6.70      0.00      0.00      9.11
11:49:08 AM     all     24.81      0.00      1.19      0.06      0.00     73.93
11:49:09 AM     all      0.00      0.00      0.06      0.06      0.00     99.87
11:49:10 AM     all      0.06      0.00      0.00      0.06      0.00     99.87
11:49:11 AM     all      0.00      0.00      0.06      0.38      0.00     99.56
11:49:12 AM     all      0.06      0.00      0.00      4.13      0.00     95.81
11:49:13 AM     all      0.00      0.00      0.06      0.12      0.00     99.81
11:49:14 AM     all      0.38      0.00      0.25      0.06      0.00     99.31
11:49:15 AM     all      0.44      0.00      0.82      0.44      0.00     98.31
11:49:16 AM     all      0.00      0.00      0.00      0.06      0.00     99.94
11:49:17 AM     all      0.00      0.00      0.00      0.06      0.00     99.94
11:49:18 AM     all      0.00      0.00      0.06      0.06      0.00     99.88
11:49:19 AM     all      0.00      0.00      0.00      0.06      0.00     99.94
11:49:20 AM     all      0.06      0.00      0.00      0.06      0.00     99.88
11:49:21 AM     all      0.00      0.00      0.06      0.25      0.00     99.69
11:49:22 AM     all      0.00      0.00      0.00      0.06      0.00     99.94
11:49:23 AM     all      0.00      0.00      0.00      0.06      0.00     99.94
11:49:24 AM     all      0.00      0.00      0.00      0.06      0.00     99.94
11:49:25 AM     all      0.62      0.00      0.38      0.62      0.00     98.38
11:49:26 AM     all      3.52      0.00      1.32      1.45      0.00     93.71
11:49:27 AM     all     12.56      0.00      1.26      0.06      0.00     86.12
11:49:28 AM     all      9.28      0.00      1.13      0.00      0.00     89.59
11:49:29 AM     all      0.06      0.00      0.00      0.13      0.00     99.81
11:49:30 AM     all      0.06      0.00      0.06      0.06      0.00     99.81
11:49:31 AM     all      0.00      0.00      0.00      0.13      0.00     99.87
11:49:32 AM     all      0.00      0.00      0.00      0.13      0.00     99.87
11:49:33 AM     all      0.00      0.00      0.00      0.06      0.00     99.94
11:49:34 AM     all      0.00      0.00      0.00      0.06      0.00     99.94
11:49:35 AM     all      0.06      0.00      0.06      0.06      0.00     99.81
11:49:36 AM     all      0.31      0.00      0.19      0.50      0.00     99.00
11:49:37 AM     all      0.00      0.00      0.06      0.06      0.00     99.87
11:49:38 AM     all      0.19      0.00      0.06      0.06      0.00     99.69
11:49:39 AM     all     12.48      0.00      1.57      0.44      0.00     85.52
11:49:40 AM     all     17.37      0.00      1.08      4.12      0.00     77.43
11:49:41 AM     all     32.83      0.00      3.02      0.32      0.00     63.83
11:49:42 AM     all     35.40      0.00      3.99      0.51      0.00     60.10
11:49:43 AM     all     30.85      0.00      0.95      0.19      0.00     68.02
11:49:44 AM     all     24.53      0.00      4.11      0.38      0.00     70.99
11:49:45 AM     all     23.85      0.00      4.66      0.06      0.00     71.43
11:49:46 AM     all     19.30      0.00      2.41      1.08      0.00     77.22
11:49:47 AM     all     16.01      0.00      3.97      0.32      0.00     79.71
11:49:48 AM     all     16.42      0.00      3.85      0.32      0.00     79.41
11:49:49 AM     all     14.24      0.00      3.84      0.32      0.00     81.60
11:49:50 AM     all     12.55      0.00      2.27      0.44      0.00     84.74
11:49:51 AM     all     13.71      0.00      3.22      0.38      0.00     82.69
11:49:52 AM     all     14.36      0.00      3.65      0.38      0.00     81.61
11:49:53 AM     all     13.08      0.00      2.58      0.57      0.00     83.77
11:49:54 AM     all     11.11      0.00      2.76      0.25      0.00     85.88
11:49:55 AM     all     11.26      0.00      2.27      0.38      0.00     86.09
11:49:56 AM     all     13.91      0.00      2.77      0.31      0.00     83.01
11:49:57 AM     all     15.05      0.00      2.64      0.82      0.00     81.49
11:49:58 AM     all     12.32      0.00      2.70      0.38      0.00     84.60
11:49:59 AM     all     12.79      0.00      3.70      0.38      0.00     83.13
11:50:00 AM     all     13.29      0.00      3.01      0.38      0.00     83.32
11:50:01 AM     all     13.97      0.00      4.01      0.31      0.00     81.70
11:50:02 AM     all     12.50      0.00      2.51      0.31      0.00     84.67
11:50:03 AM     all     10.30      0.00      2.51      0.82      0.00     86.38
11:50:04 AM     all     14.23      0.00      3.64      0.31      0.00     81.82
11:50:05 AM     all     12.70      0.00      2.50      0.31      0.00     84.48
11:50:06 AM     all     13.07      0.00      3.08      0.38      0.00     83.47
11:50:07 AM     all     14.69      0.00      2.27      0.19      0.00     82.85
11:50:08 AM     all     13.53      0.00      3.34      0.38      0.00     82.76
11:50:09 AM     all     15.59      0.00      1.01      2.70      0.00     80.70
11:50:10 AM     all     14.48      0.00      2.90      0.38      0.00     82.24
11:50:11 AM     all     14.20      0.00      0.76      0.51      0.00     84.53
11:50:12 AM     all     12.12      0.00      1.44      0.31      0.00     86.13
11:50:13 AM     all     10.68      0.00      2.01      0.25      0.00     87.06
11:50:14 AM     all     17.30      0.00      0.75      0.06      0.00     81.89
11:50:15 AM     all     12.21      0.00      2.44      0.38      0.00     84.97
11:50:16 AM     all     12.52      0.00      0.63      0.44      0.00     86.42
11:50:17 AM     all     13.56      0.00      0.44      0.06      0.00     85.94
11:50:18 AM     all     15.01      0.00      2.70      0.00      0.00     82.29
11:50:19 AM     all     16.10      0.00      0.75      0.00      0.00     83.14
11:50:20 AM     all     12.70      0.00      1.82      0.57      0.00     84.91
11:50:21 AM     all     12.67      0.00      0.38      0.00      0.00     86.96
11:50:22 AM     all     12.82      0.00      1.19      0.88      0.00     85.10
11:50:23 AM     all     12.15      0.00      2.32      0.31      0.00     85.22
11:50:24 AM     all     11.68      0.00      1.14      0.25      0.00     86.93
11:50:25 AM     all     12.67      0.00      1.19      0.38      0.00     85.76
11:50:26 AM     all     14.58      0.00      2.20      0.69      0.00     82.53
11:50:27 AM     all     16.11      0.00      0.82      0.31      0.00     82.76
11:50:28 AM     all     12.60      0.00      0.32      0.32      0.00     86.77
11:50:29 AM     all     11.90      0.00      1.01      0.69      0.00     86.40
11:50:30 AM     all     16.79      0.00      0.63      0.38      0.00     82.20
11:50:31 AM     all     14.25      0.00      1.26      0.63      0.00     83.87
11:50:32 AM     all     17.31      0.00      0.38      0.63      0.00     81.68
11:50:33 AM     all     13.56      0.00      0.44      0.38      0.00     85.62
11:50:34 AM     all     12.29      0.00      0.82      0.38      0.00     86.52
11:50:35 AM     all     12.22      0.00      0.38      0.19      0.00     87.22
11:50:36 AM     all     13.10      0.00      0.31      0.44      0.00     86.15
11:50:37 AM     all     12.59      0.00      0.81      0.44      0.00     86.16
11:50:38 AM     all     10.96      0.00      1.83      0.32      0.00     86.89
11:50:39 AM     all     13.04      0.00      0.88      0.25      0.00     85.83
11:50:40 AM     all     15.71      0.00      1.32      0.44      0.00     82.53
11:50:41 AM     all     15.70      0.00      0.44      0.44      0.00     83.42
11:50:42 AM     all     12.63      0.00      0.75      0.94      0.00     85.68
11:50:43 AM     all     12.71      0.00      0.25      1.32      0.00     85.71
11:50:44 AM     all     10.61      0.00      0.19      0.31      0.00     88.89
11:50:45 AM     all      1.63      0.00      0.38      0.31      0.00     97.68
11:50:46 AM     all      8.06      0.00      1.01      0.63      0.00     90.31
11:50:47 AM     all     16.23      0.00      1.20      0.00      0.00     82.56
11:50:48 AM     all      0.50      0.00      0.06      0.00      0.00     99.44
11:50:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
11:50:50 AM     all      0.25      0.00      0.19      0.38      0.00     99.19
11:50:51 AM     all      6.78      0.00      0.69      0.38      0.00     92.15
11:50:52 AM     all     16.01      0.00      1.64      0.69      0.00     81.66
11:50:53 AM     all      0.38      0.00      0.25      0.31      0.00     99.06
11:50:54 AM     all     15.06      0.00      1.69      0.00      0.00     83.25
11:50:55 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
11:50:56 AM     all     14.65      0.00      1.75      0.75      0.00     82.84
11:50:57 AM     all     12.05      0.00      0.50      0.25      0.00     87.20
11:50:58 AM     all     18.53      0.00      1.69      0.06      0.00     79.71
11:50:59 AM     all     14.26      0.00      2.26      0.38      0.00     83.10
11:51:00 AM     all     10.93      0.00      1.07      0.63      0.00     87.37
11:51:01 AM     all      5.76      0.00      0.63      0.44      0.00     93.17
11:51:02 AM     all      5.40      0.00      0.44      0.38      0.00     93.79
11:51:03 AM     all      6.02      0.00      0.44      0.25      0.00     93.29
11:51:04 AM     all      6.89      0.00      0.63      0.38      0.00     92.11
11:51:05 AM     all      9.15      0.00      1.13      0.00      0.00     89.72
11:51:06 AM     all      5.89      0.00      0.63      0.00      0.00     93.48
11:51:07 AM     all      6.51      0.00      0.88      0.13      0.00     92.49
11:51:08 AM     all      8.72      0.00      0.75      0.31      0.00     90.21
11:51:09 AM     all      6.32      0.00      0.56      0.44      0.00     92.68
11:51:10 AM     all      6.90      0.00      0.75      0.38      0.00     91.97
11:51:11 AM     all      8.79      0.00      0.94      0.31      0.00     89.96
11:51:12 AM     all      5.83      0.00      0.56      0.44      0.00     93.17
11:51:13 AM     all      6.70      0.00      0.63      0.31      0.00     92.37
11:51:14 AM     all      8.46      0.00      1.07      0.00      0.00     90.47
11:51:15 AM     all      8.27      0.00      1.00      0.44      0.00     90.29
11:51:16 AM     all      7.83      0.00      1.50      0.38      0.00     90.29
11:51:17 AM     all     11.22      0.00      1.44      0.44      0.00     86.90
11:51:18 AM     all      9.23      0.00      0.88      0.38      0.00     89.52
11:51:19 AM     all      6.07      0.00      0.44      0.44      0.00     93.05
11:51:20 AM     all      5.76      0.00      0.75      0.44      0.00     93.05
11:51:21 AM     all      7.27      0.00      0.69      0.44      0.00     91.60
11:51:22 AM     all      8.72      0.00      0.82      0.00      0.00     90.46
11:51:23 AM     all      8.65      0.00      0.94      0.38      0.00     90.03
11:51:24 AM     all      7.14      0.00      0.81      0.38      0.00     91.67
11:51:25 AM     all      5.88      0.00      0.75      0.38      0.00     93.00
11:51:26 AM     all      5.51      0.00      0.94      0.25      0.00     93.30
11:51:27 AM     all      6.21      0.00      0.88      0.38      0.00     92.54
11:51:28 AM     all      8.71      0.00      0.88      0.38      0.00     90.04
11:51:29 AM     all      5.82      0.00      0.75      0.38      0.00     93.06
11:51:30 AM     all      5.82      0.00      0.75      0.38      0.00     93.05
11:51:31 AM     all      6.33      0.00      1.07      0.38      0.00     92.23
11:51:32 AM     all      6.90      0.00      0.94      1.19      0.00     90.97
11:51:33 AM     all     28.36      0.00      1.58      0.63      0.00     69.43
11:51:34 AM     all     51.93      0.00      2.09      0.32      0.00     45.67
11:51:35 AM     all     40.08      0.00      2.14      0.25      0.00     57.54
11:51:36 AM     all     28.78      0.00      1.32      0.44      0.00     69.46
11:51:37 AM     all     21.21      0.00      1.26      1.45      0.00     76.07
11:51:38 AM     all     18.05      0.00      0.94      0.44      0.00     80.57
11:51:39 AM     all     13.21      0.00      0.63      0.00      0.00     86.16
11:51:40 AM     all     10.56      0.00      0.31      0.00      0.00     89.13
11:51:41 AM     all      6.96      0.00      0.50      0.56      0.00     91.97
11:51:42 AM     all      6.16      0.00      0.50      1.13      0.00     92.21
11:51:43 AM     all      6.33      0.00      0.63      0.63      0.00     92.42
11:51:44 AM     all      6.43      0.00      0.25      0.37      0.00     92.95
11:51:45 AM     all      5.78      0.00      0.57      0.31      0.00     93.34
11:51:46 AM     all      6.46      0.00      0.31      0.44      0.00     92.79
11:51:47 AM     all      6.35      0.00      0.38      1.38      0.00     91.89
11:51:48 AM     all      6.28      0.00      0.50      0.25      0.00     92.97
11:51:49 AM     all      5.90      0.00      0.31      0.00      0.00     93.79
11:51:50 AM     all      8.86      0.00      0.38      0.44      0.00     90.33
11:51:51 AM     all     11.10      0.00      0.50      0.31      0.00     88.08
11:51:52 AM     all      9.85      0.00      0.69      1.38      0.00     88.08
11:51:53 AM     all      9.86      0.00      0.25      0.50      0.00     89.38
11:51:54 AM     all     10.91      0.00      0.56      0.44      0.00     88.09
11:51:55 AM     all     10.40      0.00      0.69      0.31      0.00     88.60
11:51:56 AM     all      9.84      0.00      0.50      0.50      0.00     89.15
11:51:57 AM     all      9.50      0.00      0.63      1.01      0.00     88.86
11:51:58 AM     all      9.29      0.00      0.56      0.38      0.00     89.77
11:51:59 AM     all     10.48      0.00      1.13      0.44      0.00     87.95
11:52:00 AM     all     10.05      0.00      1.51      0.31      0.00     88.13
11:52:01 AM     all     10.99      0.00      1.26      0.25      0.00     87.50
11:52:02 AM     all     11.69      0.00      0.75      1.13      0.00     86.42
11:52:03 AM     all     10.96      0.00      0.76      0.57      0.00     87.71
11:52:04 AM     all     11.93      0.00      0.82      0.25      0.00     87.00
11:52:05 AM     all     11.93      0.00      0.63      0.00      0.00     87.45
11:52:06 AM     all     11.99      0.00      0.69      0.44      0.00     86.88
11:52:07 AM     all     11.79      0.00      0.56      0.25      0.00     87.39
11:52:08 AM     all     11.78      0.00      0.81      0.88      0.00     86.53
11:52:09 AM     all     12.07      0.00      0.57      0.00      0.00     87.37
11:52:10 AM     all     11.71      0.00      0.44      0.38      0.00     87.47
11:52:11 AM     all     12.12      0.00      0.44      0.00      0.00     87.45
11:52:12 AM     all     11.86      0.00      0.69      0.13      0.00     87.32
11:52:13 AM     all     11.89      0.00      0.50      0.00      0.00     87.60
11:52:14 AM     all     10.87      0.00      1.07      0.38      0.00     87.69
11:52:15 AM     all     11.43      0.00      0.69      0.94      0.00     86.93
11:52:16 AM     all     11.75      0.00      0.63      0.00      0.00     87.62
11:52:17 AM     all     11.88      0.00      0.38      0.00      0.00     87.74
11:52:18 AM     all     10.67      0.00      0.82      0.00      0.00     88.51
11:52:19 AM     all     11.15      0.00      0.63      0.31      0.00     87.91
11:52:20 AM     all     10.98      0.00      1.69      0.38      0.00     86.95
11:52:21 AM     all     11.13      0.00      1.26      0.25      0.00     87.37
11:52:22 AM     all     11.15      0.00      1.32      0.25      0.00     87.28
11:52:23 AM     all     10.82      0.00      1.57      0.44      0.00     87.16
11:52:24 AM     all     11.30      0.00      1.32      0.25      0.00     87.13
11:52:25 AM     all     10.93      0.00      1.44      0.38      0.00     87.25
11:52:26 AM     all     10.92      0.00      1.76      0.31      0.00     87.01
11:52:27 AM     all     10.82      0.00      1.51      0.25      0.00     87.42
11:52:28 AM     all     11.41      0.00      1.25      1.07      0.00     86.27
11:52:29 AM     all     10.83      0.00      1.51      0.38      0.00     87.28
11:52:30 AM     all     11.69      0.00      0.82      0.25      0.00     87.24
11:52:31 AM     all      9.94      0.00      2.33      0.38      0.00     87.36
11:52:32 AM     all     11.42      0.00      1.38      0.38      0.00     86.82
11:52:33 AM     all     11.13      0.00      1.38      0.06      0.00     87.43
11:52:34 AM     all     10.76      0.00      1.64      0.50      0.00     87.10
11:52:35 AM     all     10.23      0.00      2.20      0.38      0.00     87.19
11:52:36 AM     all     10.67      0.00      2.20      0.25      0.00     86.88
11:52:37 AM     all     11.51      0.00      1.13      0.00      0.00     87.36
11:52:38 AM     all     11.19      0.00      1.57      0.00      0.00     87.24
11:52:39 AM     all     10.57      0.00      1.83      0.00      0.00     87.60
11:52:40 AM     all     10.37      0.00      2.58      0.38      0.00     86.68
11:52:41 AM     all     10.30      0.00      2.57      0.25      0.00     86.88
11:52:42 AM     all      9.68      0.00      2.95      0.38      0.00     86.99
11:52:43 AM     all     15.95      0.00      0.69      0.32      0.00     83.04
11:52:44 AM     all     11.78      0.00      5.04      0.44      0.00     82.73
11:52:45 AM     all      7.40      0.00      9.03      0.38      0.00     83.20
11:52:46 AM     all      8.41      0.00      9.48      0.25      0.00     81.86
11:52:47 AM     all      9.10      0.00      9.54      0.50      0.00     80.85
11:52:48 AM     all      9.18      0.00      9.75      0.50      0.00     80.57
11:52:49 AM     all     13.94      0.00      5.08      4.65      0.00     76.33
11:52:50 AM     all     18.27      0.00      0.82      0.44      0.00     80.47
11:52:51 AM     all     16.91      0.00      1.01      0.44      0.00     81.65
11:52:52 AM     all     14.37      0.00      2.63      0.00      0.00     83.00
11:52:53 AM     all     10.99      0.00      5.71      0.63      0.00     82.67
11:52:54 AM     all     11.74      0.00      4.39      0.31      0.00     83.55
11:52:55 AM     all      3.00      0.00      1.44      0.44      0.00     95.12
11:52:56 AM     all      0.06      0.00      0.00      0.00      0.00     99.94
11:52:57 AM     all      7.97      0.00      1.88      4.45      0.00     85.70
